customer_id,snapshotdate,label
65,2019-02-28,1
8,2019-02-28,1
57,2019-02-28,1
12,2019-02-28,0
79,2019-02-28,1
5,2019-02-28,1
37,2019-02-28,0
85,2019-02-28,0
34,2019-02-28,1
40,2019-02-28,1
49,2019-02-28,0
70,2019-02-28,0
20,2019-02-28,0
75,2019-02-28,0
62,2019-02-28,1
15,2019-02-28,0
9,2019-02-28,1
45,2019-02-28,1
14,2019-02-28,1
50,2019-02-28,0
43,2019-02-28,1
13,2019-02-28,0
94,2019-02-28,0
92,2019-02-28,1
19,2019-02-28,0
39,2019-02-28,0
48,2019-02-28,1
42,2019-02-28,1
21,2019-02-28,0
99,2019-02-28,1
27,2019-02-28,0
58,2019-02-28,1
90,2019-02-28,0
36,2019-02-28,0
93,2019-02-28,1
87,2019-02-28,1
31,2019-02-28,0
7,2019-02-28,0
51,2019-02-28,0
46,2019-02-28,1
81,2019-02-28,1
97,2019-02-28,0
71,2019-02-28,1
82,2019-02-28,0
22,2019-02-28,0
72,2019-02-28,0
26,2019-02-28,0
1,2019-02-28,1
80,2019-02-28,0
55,2019-02-28,0
23,2019-02-28,0
73,2019-02-28,1
56,2019-02-28,0
88,2019-02-28,0
91,2019-02-28,0
67,2019-02-28,0
24,2019-02-28,0
100,2019-02-28,0
2,2019-02-28,1
41,2019-02-28,1
38,2019-02-28,0
25,2019-02-28,1
44,2019-02-28,0
83,2019-02-28,0
61,2019-02-28,0
84,2019-02-28,0
16,2019-02-28,0
69,2019-02-28,0
68,2019-02-28,0
11,2019-02-28,0
32,2019-02-28,1
35,2019-02-28,1
28,2019-02-28,0
29,2019-02-28,1
33,2019-02-28,0
53,2019-02-28,0
63,2019-02-28,0
47,2019-02-28,0
95,2019-02-28,0
78,2019-02-28,0
96,2019-02-28,1
4,2019-02-28,0
3,2019-02-28,1
59,2019-02-28,1
54,2019-02-28,1
6,2019-02-28,0
77,2019-02-28,0
10,2019-02-28,1
98,2019-02-28,1
76,2019-02-28,0
52,2019-02-28,1
60,2019-02-28,1
89,2019-02-28,0
17,2019-02-28,0
64,2019-02-28,0
30,2019-02-28,1
18,2019-02-28,1
66,2019-02-28,1
74,2019-02-28,0
86,2019-02-28,0
