customer_id,snapshotdate,label
60,2019-08-31,0
90,2019-08-31,1
37,2019-08-31,0
32,2019-08-31,0
57,2019-08-31,0
86,2019-08-31,1
5,2019-08-31,1
75,2019-08-31,1
78,2019-08-31,0
18,2019-08-31,1
17,2019-08-31,0
96,2019-08-31,0
21,2019-08-31,1
40,2019-08-31,1
87,2019-08-31,0
79,2019-08-31,0
50,2019-08-31,1
42,2019-08-31,0
29,2019-08-31,1
44,2019-08-31,0
92,2019-08-31,0
63,2019-08-31,0
91,2019-08-31,1
94,2019-08-31,0
22,2019-08-31,0
62,2019-08-31,0
31,2019-08-31,1
95,2019-08-31,1
23,2019-08-31,0
9,2019-08-31,1
54,2019-08-31,1
48,2019-08-31,0
33,2019-08-31,1
45,2019-08-31,0
58,2019-08-31,0
99,2019-08-31,0
3,2019-08-31,0
100,2019-08-31,1
38,2019-08-31,1
43,2019-08-31,0
7,2019-08-31,0
41,2019-08-31,1
80,2019-08-31,1
64,2019-08-31,1
19,2019-08-31,0
81,2019-08-31,0
89,2019-08-31,0
76,2019-08-31,1
15,2019-08-31,1
69,2019-08-31,0
82,2019-08-31,0
66,2019-08-31,1
88,2019-08-31,0
72,2019-08-31,0
47,2019-08-31,0
93,2019-08-31,1
49,2019-08-31,0
73,2019-08-31,0
83,2019-08-31,0
36,2019-08-31,0
67,2019-08-31,0
53,2019-08-31,1
84,2019-08-31,1
56,2019-08-31,0
6,2019-08-31,1
35,2019-08-31,0
65,2019-08-31,1
26,2019-08-31,0
14,2019-08-31,1
25,2019-08-31,1
46,2019-08-31,0
85,2019-08-31,1
30,2019-08-31,1
70,2019-08-31,0
16,2019-08-31,0
13,2019-08-31,1
52,2019-08-31,0
20,2019-08-31,1
4,2019-08-31,1
59,2019-08-31,0
11,2019-08-31,1
71,2019-08-31,0
55,2019-08-31,1
39,2019-08-31,1
98,2019-08-31,0
28,2019-08-31,1
61,2019-08-31,1
74,2019-08-31,0
97,2019-08-31,1
51,2019-08-31,1
10,2019-08-31,0
2,2019-08-31,1
34,2019-08-31,1
77,2019-08-31,0
24,2019-08-31,0
12,2019-08-31,1
8,2019-08-31,0
27,2019-08-31,0
1,2019-08-31,0
68,2019-08-31,1
