customer_id,snapshotdate,Feature_2,Feature_3,Feature_4
65,2019-02-28,-0.6433006861073859,-1.5096629938636135,0.31017381913485453
8,2019-02-28,0.34030907595264887,0.7438613637033478,-2.740153659551412
57,2019-02-28,-0.11705763249084447,1.5790342958846306,0.8123978660818247
12,2019-02-28,0.21793788944557013,0.4795175129158671,2.176243963049749
79,2019-02-28,0.6685862302023723,-2.1839141187171625,-0.7303601949252565
5,2019-02-28,1.349693588053758,-0.6267864481415221,-1.7460678472711666
37,2019-02-28,-0.7390872192910555,-0.20390160211547048,0.1287056625114229
85,2019-02-28,-1.2714858454609816,2.3882485649845937,-1.4545094088366792
34,2019-02-28,0.1835232559823968,0.07126425652755143,-0.342197369038713
40,2019-02-28,1.711468315825336,0.7544772201957255,2.56973611680755
49,2019-02-28,0.07814135762911302,0.21579408153953042,-1.7536022911227063
70,2019-02-28,-0.7450306694902137,0.14042278958458831,0.24093047078455387
20,2019-02-28,0.9937640102026111,-0.40520006706840433,-0.3909549462432832
75,2019-02-28,1.2213022116174213,-0.10648749599014753,-2.355825006610787
62,2019-02-28,-0.24210296973011083,-0.8115946376808434,-2.2007562515332864
15,2019-02-28,-0.7747465619860489,-1.605759243606687,4.401343650198841
9,2019-02-28,0.04092623995706505,-0.1790004051107973,-0.054388577842881314
45,2019-02-28,0.7189903018205567,1.2370952626499678,3.2803792789364516
14,2019-02-28,0.2100249233393992,0.24664133964867016,0.03962550267588605
50,2019-02-28,-1.4048333644896438,1.208155127755012,0.5192978823788741
43,2019-02-28,0.024395219771802503,-1.3333457469815442,-0.827965268332568
13,2019-02-28,-0.5649597117580443,0.1610994428989692,2.9872675167914844
94,2019-02-28,-0.8539219300851296,0.3255340312533797,0.6546918069451064
92,2019-02-28,0.6500236844172785,0.9116542586244251,-1.7439656087427684
19,2019-02-28,0.7576128266116324,0.2357100585940151,-1.9228766157598394
39,2019-02-28,1.6478993873857402,0.17247121078567787,0.790360624525114
48,2019-02-28,0.8839981942300684,-1.213674922625307,1.4921669921112182
42,2019-02-28,0.8114391753910233,0.43859363951376557,2.7962489232862318
21,2019-02-28,-1.2924039929418778,1.9489270164955297,1.1852725204207557
99,2019-02-28,-1.2856324051827936,-0.9999946783052941,-1.633837211409781
27,2019-02-28,-0.4752652820935703,0.4280321579058766,2.2259330936564528
58,2019-02-28,-1.0971233925771202,-2.1933899525884417,1.8329204674351705
90,2019-02-28,-1.3261347114606037,-0.323082822449775,-0.1002723967046506
