customer_id,snapshotdate,Feature_9
75,2019-05-31,0.8139886214911717
34,2019-05-31,0.4404702991757549
74,2019-05-31,1.0693356784419177
33,2019-05-31,1.071636939129917
38,2019-05-31,0.9342759477996672
88,2019-05-31,-1.7607645587765626
96,2019-05-31,0.15830852908638113
66,2019-05-31,1.0123736657650002
54,2019-05-31,0.639060364608092
78,2019-05-31,1.616552306840729
42,2019-05-31,0.18272294449757456
1,2019-05-31,0.44221060040065896
36,2019-05-31,0.4548059064779757
29,2019-05-31,-1.4575263703004
53,2019-05-31,0.4613467261040206
9,2019-05-31,-0.46401179420103883
40,2019-05-31,-1.197205854026464
28,2019-05-31,1.2718971829143062
24,2019-05-31,1.5403927611245334
46,2019-05-31,-0.6782953581914323
18,2019-05-31,-0.017630520654419456
94,2019-05-31,1.2012416968612414
70,2019-05-31,0.8545208447156453
51,2019-05-31,0.058030877289804675
48,2019-05-31,0.6120245229558036
91,2019-05-31,1.350165175798516
65,2019-05-31,0.0313107124758441
41,2019-05-31,-1.2523026610427976
47,2019-05-31,0.04749880653672884
6,2019-05-31,-1.153965521454594
17,2019-05-31,-1.1551706542726012
25,2019-05-31,1.519129821661306
23,2019-05-31,0.9606667453451435
59,2019-05-31,-0.6721971525857889
77,2019-05-31,2.090197180482003
14,2019-05-31,-1.097304511526688
3,2019-05-31,1.563798561448684
16,2019-05-31,-0.50358177496286
13,2019-05-31,1.8497280014259392
99,2019-05-31,0.7648650628803522
98,2019-05-31,0.6907007367505493
60,2019-05-31,0.45757021808366743
35,2019-05-31,-0.0144523991081783
69,2019-05-31,0.5034822511782684
20,2019-05-31,-1.0637471502999998
84,2019-05-31,-0.21585665794473238
21,2019-05-31,-0.9147975111358801
30,2019-05-31,-0.2904128455369417
7,2019-05-31,0.45381393622636773
72,2019-05-31,0.058965098159597405
11,2019-05-31,0.8448375145739706
15,2019-05-31,-0.4553125079234986
19,2019-05-31,0.5962640433641292
39,2019-05-31,0.5257130447725001
45,2019-05-31,0.17313099430635853
73,2019-05-31,-1.2875073042386156
5,2019-05-31,1.0730027656525294
93,2019-05-31,0.851147057286011
22,2019-05-31,1.0976098261787823
97,2019-05-31,0.3592535826684331
62,2019-05-31,1.7495302775797448
76,2019-05-31,-0.9462964179463621
64,2019-05-31,-0.3575815265499171
2,2019-05-31,0.2542495266156252
44,2019-05-31,0.47438289827687113
90,2019-05-31,-0.7942992022921826
26,2019-05-31,-1.103266993198554
100,2019-05-31,-1.7792536223213706
31,2019-05-31,-1.4540796559345064
49,2019-05-31,-0.07683085662637601
86,2019-05-31,-0.8266185651746147
55,2019-05-31,-0.8432620322851396
63,2019-05-31,-0.7045585971568836
79,2019-05-31,-2.153628168460949
85,2019-05-31,-0.35082155608695986
37,2019-05-31,2.7778552695671834
56,2019-05-31,2.2849276076182132
67,2019-05-31,-0.022134888396025527
32,2019-05-31,-0.2634816279402496
57,2019-05-31,-1.7047511208773969
50,2019-05-31,0.9236611438383805
89,2019-05-31,0.0927879089182205
81,2019-05-31,-1.8124429029909697
61,2019-05-31,-2.0832033788523168
4,2019-05-31,0.3033912305826822
71,2019-05-31,-0.8115987394532118
83,2019-05-31,0.4585157477991155
68,2019-05-31,-1.2872534620989424
80,2019-05-31,-0.6350221697499969
92,2019-05-31,1.1598157621284537
82,2019-05-31,0.23240155035800794
87,2019-05-31,0.4019080130787627
95,2019-05-31,-0.09101540677650775
58,2019-05-31,0.3057480658289363
12,2019-05-31,-0.14279100930947017
8,2019-05-31,1.0702259152516904
10,2019-05-31,-1.1221866669792264
52,2019-05-31,-0.8933867384503172
27,2019-05-31,0.39143855746490736
43,2019-05-31,-0.687126650008837
