customer_id,snapshotdate,Feature_9
7,2019-03-31,-0.6985194448822215
29,2019-03-31,0.48683593614407167
81,2019-03-31,-1.701398730138129
93,2019-03-31,-0.5019464003864534
78,2019-03-31,-1.8857810983952248
68,2019-03-31,0.0949297274566959
84,2019-03-31,-0.8861555932164656
71,2019-03-31,-0.7007020635789873
55,2019-03-31,-0.06688038762107701
79,2019-03-31,-1.1632404238934273
60,2019-03-31,-1.8078514567466042
21,2019-03-31,1.0462325964914063
96,2019-03-31,-0.26221504542059704
67,2019-03-31,1.3261967274985504
11,2019-03-31,-0.478819827909962
18,2019-03-31,0.27430679400233576
4,2019-03-31,-0.9720453769789055
83,2019-03-31,0.04752877286377857
6,2019-03-31,0.5159939371674569
44,2019-03-31,0.8898926984628964
48,2019-03-31,0.41818762834947093
90,2019-03-31,0.45284285142081954
5,2019-03-31,-1.4400595420667666
2,2019-03-31,-0.07197039743442987
24,2019-03-31,1.5583759130508101
61,2019-03-31,-0.5234437416472619
38,2019-03-31,-1.258654883230019
58,2019-03-31,0.046498391526030886
14,2019-03-31,0.6329501829684415
91,2019-03-31,-1.1493670664182103
12,2019-03-31,-0.037447529398757506
82,2019-03-31,-0.4023900505458512
22,2019-03-31,-0.4665615288294096
75,2019-03-31,-1.3152373150866494
34,2019-03-31,-1.1071794276287883
10,2019-03-31,0.4434433327582646
43,2019-03-31,1.6819088783566483
66,2019-03-31,-0.24778673126875095
51,2019-03-31,-0.4928409144953843
16,2019-03-31,1.199713826415827
30,2019-03-31,-0.055185914911200035
42,2019-03-31,-0.2739802444070692
31,2019-03-31,-1.308194492639437
85,2019-03-31,0.45891395053689416
26,2019-03-31,0.012258538979243106
37,2019-03-31,-0.2909437802518518
72,2019-03-31,0.838550021870074
35,2019-03-31,0.10679627658213621
50,2019-03-31,-0.22774245619054603
41,2019-03-31,-0.053958552375230576
47,2019-03-31,0.9308381895446448
57,2019-03-31,-1.889835572395664
88,2019-03-31,0.223842872619898
1,2019-03-31,-1.2744451449402756
39,2019-03-31,1.8876156866043967
40,2019-03-31,1.5886204188169315
86,2019-03-31,1.4304807824984482
76,2019-03-31,1.5493645256503827
17,2019-03-31,2.3099257383847003
92,2019-03-31,0.43513999994675695
94,2019-03-31,-0.140435563172123
20,2019-03-31,-0.2499871847537877
65,2019-03-31,-0.3306242196927028
52,2019-03-31,0.5998109037984498
36,2019-03-31,1.7649153520487324
27,2019-03-31,-0.8603345276490744
77,2019-03-31,-0.3498083719746253
63,2019-03-31,1.0844920804941398
98,2019-03-31,-0.23180680162279865
99,2019-03-31,-0.42906139576675456
49,2019-03-31,-1.5170127389594505
89,2019-03-31,-1.3623865108431272
19,2019-03-31,-0.2811786758805676
13,2019-03-31,0.16480315097943268
45,2019-03-31,1.0930508034356492
74,2019-03-31,-0.5073281103775402
3,2019-03-31,-0.25201268054735326
54,2019-03-31,-1.160768963612628
97,2019-03-31,-0.3015323114150759
15,2019-03-31,-0.574062409585917
64,2019-03-31,0.01448108967355666
62,2019-03-31,-0.24288043673917148
9,2019-03-31,-1.5626540036594285
56,2019-03-31,-0.7210209394372203
25,2019-03-31,-0.054087505604499576
32,2019-03-31,-0.23222193490684556
80,2019-03-31,-0.5881097834285923
33,2019-03-31,1.2429855927414823
87,2019-03-31,0.20773705499916598
23,2019-03-31,-0.12464273363921494
100,2019-03-31,0.6588487586884335
73,2019-03-31,1.4329891505784527
8,2019-03-31,2.970214091267858
69,2019-03-31,0.28093286338886037
46,2019-03-31,-1.341636875483686
95,2019-03-31,0.33453350467753495
59,2019-03-31,1.534414010937194
28,2019-03-31,1.4655699239741395
70,2019-03-31,1.05475215544705
53,2019-03-31,-2.7001261667400294
