customer_id,snapshotdate,Feature_2,Feature_3,Feature_4
69,2019-03-31,2.1251470686685154,0.3882016195675757,-3.1866420445194277
94,2019-03-31,2.5031546497226516,-1.7070893618304153,1.190536825742851
32,2019-03-31,1.5404861992770462,-1.3907125880495894,1.0191260766821086
87,2019-03-31,-0.5734680233206917,-0.2632569090411415,1.4726617453874584
76,2019-03-31,-0.9400699680231536,-1.2143328001383014,-1.2163590171049394
67,2019-03-31,0.0006564783144153904,-2.1120353289533336,0.11790447103034185
68,2019-03-31,-0.6211437438267042,1.4161265914834131,-0.7968830120173285
23,2019-03-31,0.8570484651265164,-0.29712936461948103,1.5304063054179826
73,2019-03-31,1.957947820600957,0.9440676209214014,-0.4789281565221555
58,2019-03-31,-1.3856177157859835,0.9526801352742532,1.6464210928377492
40,2019-03-31,1.0166095906669574,-1.0357272839987937,0.9317786606952089
49,2019-03-31,-0.5244491429661232,-0.29121491730215343,2.0754387311393008
16,2019-03-31,-0.4863292591791243,0.18893710641005826,-0.6108800676120801
30,2019-03-31,0.3651545697587045,-0.04660794442479001,-0.9685704273328452
7,2019-03-31,-1.094453868059044,0.7897569063779059,-0.415518777076763
3,2019-03-31,-1.2274130081098862,-1.169840201231202,-0.6406865753980542
18,2019-03-31,0.3796296956532835,-0.19182949338256225,-1.089424177430614
25,2019-03-31,-0.5552007964231831,0.6345112054295837,1.2689427688547252
82,2019-03-31,2.9923067789000215,-1.8046778206590166,-0.4446458803707326
100,2019-03-31,0.29562436778367335,-0.7577417662332591,-2.0436260406022138
85,2019-03-31,-0.0214799859178959,1.869446608752787,1.2605848074883976
72,2019-03-31,1.269211216325809,-2.01315737312148,-0.1778685045668108
63,2019-03-31,0.6716157131491081,0.8139585334381143,0.5466835066384582
37,2019-03-31,-0.7253358080495562,0.4270396676227006,0.7918169086125394
26,2019-03-31,1.2090521191993535,-0.6447501784712514,-1.7107815316835835
13,2019-03-31,1.4829109560424352,-0.007267890987954948,-0.30795670393315844
86,2019-03-31,-0.10201493700290236,-1.0438483305850534,1.0913346470046903
89,2019-03-31,-0.003645827989151284,-0.09461598928820515,-0.14353089128062524
19,2019-03-31,-1.1235143041427404,-0.7147150531266303,-0.6969681474460445
92,2019-03-31,-0.011680515225951559,0.02046626360984963,-2.2788176922176597
39,2019-03-31,-1.462072987956807,-2.253364685466491,0.023176821833266636
61,2019-03-31,-1.3172828317445826,0.31019477574194637,-0.29947290447964225
1,2019-03-31,-0.072616953625146,-0.37334366037035227,-1.3367822435414132
88,2019-03-31,-1.438357357554874,-0.0031255384014604315,-1.1147321369867582
9,2019-03-31,-2.2325166503802456,-0.6872528711540807,3.1196770227052206
78,2019-03-31,-0.6223101557456359,1.0353482987935116,1.7299702989015402
97,2019-03-31,0.5889459778182654,1.4785231730251887,-1.6923676073917262
17,2019-03-31,0.800913726285606,1.242574511374317,-0.908627739064563
64,2019-03-31,0.6617705800895037,-0.7481128003187509,-0.8220921189723647
27,2019-03-31,1.2017413848816978,0.5959872911362127,1.37358887294643
66,2019-03-31,0.5454376451016254,-1.675804264907673,1.2009841615144725
8,2019-03-31,1.0887095135369047,-1.2256711999762981,2.9043244533102923
99,2019-03-31,-1.771778334988124,0.9957450209412847,-0.5004166129022314
29,2019-03-31,-0.11024532978197255,0.8431528224803733,3.8634407254673904
47,2019-03-31,0.6541098689978535,1.2145219566156211,-2.3013388198400886
36,2019-03-31,0.21694331312573484,-0.5353999891869444,-0.6743320179282617
54,2019-03-31,-0.5812702083801873,1.3004369758793888,1.1777993388383585
22,2019-03-31,-1.0117067957318566,1.1025197571690688,0.9419735664318336
15,2019-03-31,0.5678489581240562,-0.9180204325301003,0.6870442010253157
74,2019-03-31,-0.37898201686660093,-0.25866251150768266,-0.2734625700097164
70,2019-03-31,-0.9374571422701801,0.6431513856245703,0.17856791755439771
65,2019-03-31,-0.04500794770232592,-0.3215172166776804,0.6422291564540459
51,2019-03-31,-0.9684507646201339,0.4062363736173823,-0.8380283330706733
12,2019-03-31,-1.2365180729227008,-0.6535687053210064,1.4307625243101854
95,2019-03-31,-0.48622641185080245,-0.6649138374884754,0.12255200474486339
91,2019-03-31,-0.7026569205702357,-0.6387758918035713,-1.2094908880642619
55,2019-03-31,0.3904459041492698,-1.0625885067800436,-0.9473832643312737
80,2019-03-31,0.11901508018413537,0.43201683330281304,1.0381348070261474
34,2019-03-31,-0.5486774496403966,0.8466098080969386,0.46871669828039375
53,2019-03-31,0.12155501527103658,0.5049219360765212,0.2525080084853708
24,2019-03-31,1.991424336350363,-0.16266759881529239,-1.9330994953811032
2,2019-03-31,-0.6583567499698397,-1.1393027200110974,-0.5311941914535832
28,2019-03-31,-1.902159573628959,2.019570656627525,-2.6359335264807275
6,2019-03-31,0.7038338968833415,-1.1633422409617653,0.12377332180296219
4,2019-03-31,1.7943520708387728,0.6403810853351465,0.47961416848758665
83,2019-03-31,1.4190634319664233,-0.30350026058021784,-0.8822315814998589
44,2019-03-31,-0.36639563227298155,1.5777468790936822,-0.9828509710016681
20,2019-03-31,-1.101212549878072,0.8817868990328194,1.442685191074034
46,2019-03-31,-1.0452761478871004,-1.9879901842081358,-0.39496499398981744
