customer_id,snapshotdate,label
95,2019-06-30,1
63,2019-06-30,1
34,2019-06-30,1
14,2019-06-30,1
23,2019-06-30,0
51,2019-06-30,1
44,2019-06-30,1
5,2019-06-30,0
21,2019-06-30,1
73,2019-06-30,1
28,2019-06-30,1
77,2019-06-30,0
47,2019-06-30,0
85,2019-06-30,1
99,2019-06-30,1
15,2019-06-30,0
37,2019-06-30,0
48,2019-06-30,0
12,2019-06-30,1
7,2019-06-30,1
53,2019-06-30,1
54,2019-06-30,0
65,2019-06-30,1
17,2019-06-30,0
100,2019-06-30,1
11,2019-06-30,1
32,2019-06-30,0
33,2019-06-30,1
87,2019-06-30,1
38,2019-06-30,0
19,2019-06-30,0
82,2019-06-30,1
39,2019-06-30,1
81,2019-06-30,1
50,2019-06-30,0
1,2019-06-30,1
9,2019-06-30,1
89,2019-06-30,0
66,2019-06-30,0
25,2019-06-30,1
2,2019-06-30,1
27,2019-06-30,1
93,2019-06-30,0
71,2019-06-30,0
69,2019-06-30,0
70,2019-06-30,0
31,2019-06-30,0
76,2019-06-30,0
45,2019-06-30,0
26,2019-06-30,1
49,2019-06-30,1
60,2019-06-30,1
97,2019-06-30,0
8,2019-06-30,1
78,2019-06-30,0
55,2019-06-30,0
20,2019-06-30,0
41,2019-06-30,1
57,2019-06-30,1
40,2019-06-30,0
62,2019-06-30,1
75,2019-06-30,0
94,2019-06-30,0
30,2019-06-30,1
3,2019-06-30,1
59,2019-06-30,1
61,2019-06-30,0
84,2019-06-30,0
52,2019-06-30,1
24,2019-06-30,0
29,2019-06-30,0
10,2019-06-30,0
64,2019-06-30,1
83,2019-06-30,1
43,2019-06-30,0
18,2019-06-30,1
88,2019-06-30,1
72,2019-06-30,0
90,2019-06-30,1
96,2019-06-30,1
6,2019-06-30,1
46,2019-06-30,0
36,2019-06-30,0
79,2019-06-30,1
67,2019-06-30,1
74,2019-06-30,0
16,2019-06-30,0
35,2019-06-30,1
13,2019-06-30,0
56,2019-06-30,0
86,2019-06-30,1
80,2019-06-30,1
98,2019-06-30,1
4,2019-06-30,1
58,2019-06-30,1
68,2019-06-30,1
92,2019-06-30,0
42,2019-06-30,1
91,2019-06-30,0
22,2019-06-30,1
