customer_id,snapshotdate,label
35,2019-04-30,0
63,2019-04-30,1
20,2019-04-30,0
33,2019-04-30,0
36,2019-04-30,0
55,2019-04-30,0
37,2019-04-30,1
48,2019-04-30,1
39,2019-04-30,1
34,2019-04-30,1
3,2019-04-30,0
45,2019-04-30,1
2,2019-04-30,1
29,2019-04-30,1
85,2019-04-30,1
91,2019-04-30,1
97,2019-04-30,1
69,2019-04-30,0
47,2019-04-30,1
23,2019-04-30,0
68,2019-04-30,0
38,2019-04-30,0
32,2019-04-30,1
93,2019-04-30,0
80,2019-04-30,1
100,2019-04-30,1
71,2019-04-30,1
15,2019-04-30,0
50,2019-04-30,0
17,2019-04-30,0
73,2019-04-30,0
44,2019-04-30,0
95,2019-04-30,0
83,2019-04-30,1
98,2019-04-30,1
53,2019-04-30,1
67,2019-04-30,1
57,2019-04-30,0
16,2019-04-30,1
25,2019-04-30,0
31,2019-04-30,1
77,2019-04-30,0
1,2019-04-30,1
46,2019-04-30,1
26,2019-04-30,0
22,2019-04-30,1
89,2019-04-30,0
59,2019-04-30,1
24,2019-04-30,0
94,2019-04-30,1
10,2019-04-30,0
62,2019-04-30,0
61,2019-04-30,1
6,2019-04-30,1
66,2019-04-30,1
43,2019-04-30,0
60,2019-04-30,1
18,2019-04-30,1
13,2019-04-30,1
14,2019-04-30,1
40,2019-04-30,0
11,2019-04-30,0
79,2019-04-30,0
92,2019-04-30,1
87,2019-04-30,1
86,2019-04-30,1
9,2019-04-30,1
76,2019-04-30,0
96,2019-04-30,1
65,2019-04-30,1
5,2019-04-30,0
12,2019-04-30,0
81,2019-04-30,0
88,2019-04-30,1
72,2019-04-30,1
49,2019-04-30,0
82,2019-04-30,0
42,2019-04-30,0
8,2019-04-30,1
56,2019-04-30,0
7,2019-04-30,1
19,2019-04-30,0
99,2019-04-30,0
30,2019-04-30,1
84,2019-04-30,0
52,2019-04-30,0
51,2019-04-30,1
75,2019-04-30,0
21,2019-04-30,0
90,2019-04-30,1
28,2019-04-30,0
4,2019-04-30,0
78,2019-04-30,1
58,2019-04-30,1
54,2019-04-30,0
70,2019-04-30,0
64,2019-04-30,0
74,2019-04-30,0
27,2019-04-30,0
41,2019-04-30,1
