customer_id,snapshotdate,Feature_0,Feature_1
75,2019-05-31,-0.4080119143760759,-1.4688475783392592
34,2019-05-31,-0.5073206476878992,-1.9057007040266334
74,2019-05-31,-1.037469941629432,-0.10344404484401758
33,2019-05-31,0.6848799662798102,-0.29693526947773674
38,2019-05-31,0.518465642474566,-0.9416582354651597
88,2019-05-31,0.33079045956113906,-0.8193793848946628
96,2019-05-31,1.6971369887792298,-0.013729569191367946
66,2019-05-31,1.754573257891968,1.2549186553456335
54,2019-05-31,-0.32148166760797114,0.06515812532058396
78,2019-05-31,-0.05569439243053687,1.5141769526732087
42,2019-05-31,0.25335251281643395,0.4572146402517875
1,2019-05-31,-1.1423994260518893,-0.8584409567661044
36,2019-05-31,-0.49859642013165767,-0.48555425705025224
29,2019-05-31,0.6219496922427087,1.5828266486992644
53,2019-05-31,-0.39011772069731904,-1.4685957645881769
9,2019-05-31,-0.24302190192434087,-1.0565070152987965
40,2019-05-31,-1.8327790243062072,0.09490088753206556
28,2019-05-31,-0.47017358938445536,0.01671117098640307
24,2019-05-31,0.7023503159160308,0.6320877062064066
46,2019-05-31,0.13332179511383507,-1.624415225226699
18,2019-05-31,2.133448276419167,0.961111176671749
94,2019-05-31,-0.15490645088791258,-0.038254962967643254
70,2019-05-31,-0.23739249479282956,1.5163716579802604
51,2019-05-31,-2.133078929847528,1.5352129210574774
48,2019-05-31,-1.5757637400172704,1.6131368257938958
91,2019-05-31,-0.34651955530446826,-0.27957937665099913
65,2019-05-31,-0.37917835257399535,-0.4120101665752137
41,2019-05-31,0.05121798034072741,0.01901203132229459
47,2019-05-31,-1.4898377308423647,-0.2224071796128188
6,2019-05-31,-1.400409446085768,-2.3145752988066635
17,2019-05-31,-1.2248210982805867,0.6162139478172866
25,2019-05-31,-0.4188121420295099,0.5415763391189373
23,2019-05-31,0.5579769520937918,0.5709921569813847
59,2019-05-31,0.7292472026936767,-0.1376656561030207
77,2019-05-31,1.56447999964971,-0.24326081079547943
14,2019-05-31,-1.11081607191228,-0.7293675373786184
